item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id
ITM12862,Pharma,360,36,3,7,47.78,7.62,0.22,L97
ITM12863,Pharma,23,83,5,2,35.14,2.19,0.76,L37
ITM12864,Pharma,346,72,9,6,27.42,0.63,0.87,L42
ITM12865,Automotive,429,77,11,4,26.02,4.47,0.69,L37
ITM12866,Groceries,386,28,10,7,8.81,6.82,0.14,L83
ITM12867,Pharma,325,37,10,8,19.24,5.31,0.5,L8
ITM12868,Apparel,415,94,11,8,33.97,8.96,0.69,L99
ITM12869,Apparel,114,87,12,4,46.3,4.62,0.98,L12
ITM12870,Groceries,228,42,5,2,41.01,3.45,0.96,L84
ITM12871,Electronics,244,19,10,7,15.72,9.2,0.46,L74
ITM12872,Electronics,478,92,3,3,22.26,4.36,0.65,L30
ITM12873,Electronics,367,39,10,8,5.06,3.06,0.9,L69
ITM12874,Apparel,499,31,9,2,6.01,1.43,0.85,L95
ITM12875,Electronics,340,12,10,3,24.04,8.04,0.53,L93
ITM12876,Automotive,66,91,3,9,26.98,8.34,0.34,L5
ITM12877,Pharma,495,84,8,7,13.94,0.82,0.22,L23
ITM12878,Apparel,200,57,9,4,32.5,3.91,0.54,L54
ITM12879,Groceries,125,11,13,9,35.47,7.62,0.75,L23
ITM12880,Groceries,218,85,7,6,15.66,9.49,0.97,L5
ITM12881,Pharma,405,63,7,9,38.16,4.09,0.88,L51
ITM12882,Apparel,125,15,9,5,11.07,8.78,0.28,L64
ITM12883,Electronics,299,49,13,4,27.67,4.24,0.75,L24
ITM12884,Electronics,279,11,5,3,40.41,2.21,0.36,L96
ITM12885,Automotive,127,82,8,2,27.31,0.53,0.72,L38
ITM12886,Automotive,38,11,9,9,45.49,3.64,0.7,L5
ITM12887,Electronics,429,83,3,8,3.87,4.1,0.35,L2
ITM12888,Groceries,478,64,14,7,29.83,9.48,0.31,L39
ITM12889,Groceries,315,81,4,9,28.53,2.46,0.19,L73
ITM12890,Automotive,325,69,14,4,33.36,4.13,0.15,L78
ITM12891,Pharma,190,15,6,8,41.84,0.74,0.87,L14
ITM12892,Electronics,350,28,10,8,36.57,7.75,0.14,L43
ITM12893,Automotive,214,36,13,6,39.72,9.19,0.18,L37
ITM12894,Automotive,31,10,12,7,15.15,2.76,0.31,L59
ITM12895,Electronics,214,42,8,9,19.99,4.58,0.9,L83
ITM12896,Electronics,302,49,3,3,31.71,1.66,0.4,L70
ITM12897,Groceries,388,41,12,7,28.12,4.84,0.27,L68
ITM12898,Pharma,201,78,7,9,48.09,1.77,0.74,L64
ITM12899,Pharma,469,26,9,7,10.15,5.47,0.39,L18
ITM12900,Electronics,324,17,8,2,18.21,7.48,0.4,L65
ITM12901,Apparel,163,66,14,5,29.07,5.76,0.77,L60
ITM12902,Automotive,405,51,11,9,43.53,2.83,0.33,L35
ITM12903,Automotive,335,18,10,8,46.54,3.86,0.91,L25
ITM12904,Electronics,201,96,6,3,17.47,6.57,0.61,L15
ITM12905,Apparel,49,44,13,9,4.29,6.1,0.58,L43
ITM12906,Groceries,103,80,14,9,21.66,1.8,0.34,L21
ITM12907,Electronics,185,88,7,2,20.32,8.53,0.85,L94
ITM12908,Electronics,303,62,9,8,49.34,5.01,0.62,L59
ITM12909,Automotive,300,63,10,5,22.12,2.04,0.24,L83
ITM12910,Electronics,115,93,7,2,15.98,1.67,0.29,L33
ITM12911,Electronics,400,34,11,5,18.9,9.67,0.52,L92
ITM12912,Electronics,285,76,12,5,20.45,3.17,0.8,L24
ITM12913,Automotive,463,71,14,5,41.26,9.13,0.95,L2
ITM12914,Groceries,317,64,6,2,4.97,4.4,0.7,L95
ITM12915,Groceries,315,55,6,7,16.51,4.17,0.56,L44
ITM12916,Electronics,244,33,10,9,48.35,7.16,0.33,L38
ITM12917,Automotive,352,55,3,5,8.5,0.59,0.71,L73
ITM12918,Groceries,380,31,10,7,37.39,3.71,0.98,L87
ITM12919,Groceries,393,20,7,9,18.46,3.38,0.53,L97
ITM12920,Groceries,61,57,13,8,29.51,8.75,0.25,L25
ITM12921,Automotive,322,17,3,9,5.88,5.53,0.19,L23
ITM12922,Automotive,440,48,6,8,16.01,3.96,0.34,L79
ITM12923,Electronics,265,44,4,3,25.54,3.03,0.61,L82
ITM12924,Pharma,227,58,6,6,12.35,6.11,0.95,L52
ITM12925,Groceries,256,55,10,7,27.55,1.94,0.37,L55
ITM12926,Pharma,41,47,7,9,11.77,2.84,0.37,L66
ITM12927,Automotive,204,17,3,8,32.85,3.29,0.53,L42
ITM12928,Automotive,487,63,9,6,45.31,6.28,0.93,L12
ITM12929,Automotive,261,46,3,5,5.19,4.05,0.48,L52
ITM12930,Pharma,382,49,11,6,11.61,5.3,0.3,L86
ITM12931,Automotive,302,43,5,6,42.38,6.68,0.25,L13
ITM12932,Electronics,60,88,14,5,31.95,9.58,0.51,L24
ITM12933,Automotive,355,26,5,7,4.86,7.77,0.82,L18
ITM12934,Apparel,181,42,8,9,24.83,4.35,0.36,L62
ITM12935,Pharma,179,56,12,5,11.28,7.61,0.56,L42
ITM12936,Apparel,493,61,8,3,10.76,9.52,0.64,L32
ITM12937,Automotive,108,89,13,4,47.09,5.24,0.51,L1
ITM12938,Electronics,341,18,13,9,38.32,4.4,0.27,L34
ITM12939,Groceries,31,42,8,2,35.12,1.24,0.93,L50
ITM12940,Automotive,443,69,3,5,12.71,8.98,0.61,L31
ITM12941,Electronics,92,86,7,5,6.81,2.84,0.76,L58
ITM12942,Pharma,95,30,14,6,43.67,1.11,0.67,L97
ITM12943,Apparel,365,67,8,3,1.29,5.6,1.0,L35
ITM12944,Apparel,220,94,10,8,20.02,8.54,0.51,L43
ITM12945,Apparel,29,78,3,8,14.6,4.36,0.48,L39
ITM12946,Pharma,371,19,7,6,28.95,7.94,0.42,L75
ITM12947,Electronics,245,15,5,7,13.27,8.45,0.43,L93
ITM12948,Pharma,195,22,4,9,16.25,4.82,0.35,L74
ITM12949,Apparel,295,74,13,5,42.65,6.11,0.98,L2
ITM12950,Automotive,58,29,10,9,30.56,5.57,0.88,L34
ITM12951,Groceries,79,66,9,9,8.14,9.42,0.39,L84
ITM12952,Pharma,85,55,12,5,36.6,7.39,0.37,L47
ITM12953,Pharma,340,17,9,6,11.17,9.29,0.19,L89
ITM12954,Electronics,454,19,7,9,22.22,2.59,0.89,L31
ITM12955,Electronics,143,82,14,5,32.68,3.45,0.43,L8
ITM12956,Pharma,183,76,11,7,14.32,1.17,0.62,L86
ITM12957,Apparel,427,20,7,9,19.82,5.25,0.91,L16
ITM12958,Groceries,430,21,4,4,36.97,8.8,0.47,L60
ITM12959,Electronics,405,19,5,2,46.96,3.61,0.83,L40
ITM12960,Apparel,178,34,6,2,26.93,1.72,0.49,L21
ITM12961,Automotive,76,58,7,2,1.49,1.15,0.73,L52
ITM12962,Electronics,97,58,5,4,17.58,4.75,0.49,L88
ITM12963,Apparel,213,98,14,5,20.53,2.06,0.45,L65
ITM12964,Apparel,304,20,9,6,17.62,3.79,0.99,L91
ITM12965,Groceries,34,71,7,8,22.38,8.29,0.65,L99
ITM12966,Groceries,31,45,7,3,32.0,4.15,0.43,L40
ITM12967,Automotive,120,48,8,5,6.94,6.29,0.33,L89
ITM12968,Apparel,175,62,9,4,14.36,5.27,0.14,L16
ITM12969,Apparel,359,99,12,9,25.87,7.33,0.74,L82
ITM12970,Groceries,144,87,12,7,16.46,1.98,0.43,L38
ITM12971,Electronics,378,65,10,4,49.56,9.24,0.84,L48
ITM12972,Electronics,299,10,11,9,22.14,6.61,0.43,L79
ITM12973,Pharma,424,65,13,8,43.62,3.07,0.44,L29
ITM12974,Groceries,413,13,6,2,44.93,1.67,0.8,L29
ITM12975,Pharma,129,39,7,5,41.96,1.92,0.54,L18
ITM12976,Groceries,353,21,7,8,3.3,7.94,0.9,L62
ITM12977,Automotive,376,44,10,2,47.44,6.09,0.63,L20
ITM12978,Apparel,165,86,11,3,7.31,4.12,0.32,L59
ITM12979,Automotive,235,61,9,9,2.69,3.66,0.61,L96
ITM12980,Groceries,417,40,7,9,21.3,8.63,0.1,L78
ITM12981,Apparel,181,96,5,7,10.54,8.81,0.38,L48
ITM12982,Electronics,147,77,3,2,10.03,6.02,0.29,L54
ITM12983,Electronics,333,61,13,3,15.1,5.48,0.69,L90
ITM12984,Pharma,351,89,11,9,13.17,8.26,0.22,L71
ITM12985,Groceries,169,16,7,4,34.55,7.62,0.36,L61
ITM12986,Groceries,473,31,11,2,10.15,4.3,0.4,L97
ITM12987,Electronics,55,84,12,2,27.61,1.29,0.1,L69
ITM12988,Automotive,192,65,14,6,49.33,7.8,0.14,L86
ITM12989,Apparel,439,67,6,7,22.19,2.1,0.38,L28
ITM12990,Automotive,41,73,7,7,32.45,0.66,0.3,L98
ITM12991,Automotive,225,21,6,8,48.5,8.51,0.21,L32
ITM12992,Electronics,146,16,4,4,7.74,5.99,0.24,L88
ITM12993,Electronics,355,64,14,6,21.51,8.97,0.85,L97
ITM12994,Electronics,464,71,3,8,42.66,5.1,0.71,L77
ITM12995,Pharma,375,99,10,3,46.68,9.3,0.54,L11
ITM12996,Automotive,459,82,6,8,30.46,3.86,0.92,L68
ITM12997,Groceries,236,86,7,3,8.03,7.38,0.13,L58
ITM12998,Apparel,115,64,8,4,45.17,3.36,0.41,L68
ITM12999,Pharma,436,45,10,9,9.55,0.51,0.84,L91
ITM13000,Groceries,448,98,13,7,18.29,4.11,0.67,L47
ITM13001,Automotive,183,33,10,9,19.4,7.51,0.98,L10
ITM13002,Electronics,167,53,9,3,22.92,1.93,0.95,L73
ITM13003,Automotive,37,26,6,4,39.72,5.3,0.25,L15
ITM13004,Apparel,313,11,8,9,40.31,2.52,0.97,L8
ITM13005,Pharma,214,22,6,8,36.26,1.21,0.95,L71
ITM13006,Pharma,170,40,9,3,2.08,6.37,0.44,L65
ITM13007,Apparel,499,37,14,5,28.68,9.54,0.98,L26
ITM13008,Groceries,384,69,14,2,37.63,3.45,0.13,L74
ITM13009,Groceries,142,36,13,8,22.79,6.02,0.69,L69
ITM13010,Pharma,419,24,3,7,47.3,9.56,0.34,L20
ITM13011,Pharma,206,88,7,9,41.37,6.68,0.22,L22
ITM13012,Electronics,472,42,12,8,32.27,6.89,0.62,L42
ITM13013,Groceries,471,29,14,5,4.06,2.2,0.38,L67
ITM13014,Apparel,168,51,12,4,32.96,5.18,0.7,L57
ITM13015,Groceries,123,21,6,4,45.67,3.99,0.59,L15
ITM13016,Electronics,262,82,13,8,19.59,4.97,0.45,L88
ITM13017,Pharma,481,32,9,5,42.07,8.11,0.26,L27
ITM13018,Pharma,250,81,11,9,16.34,4.88,0.64,L92
ITM13019,Electronics,498,23,7,8,28.94,1.1,0.85,L75
ITM13020,Apparel,225,34,6,2,32.77,9.1,0.64,L63
ITM13021,Pharma,217,86,11,2,34.22,5.68,0.65,L12
ITM13022,Automotive,415,94,7,6,44.24,9.28,0.56,L66
ITM13023,Pharma,419,40,11,3,12.5,5.94,0.45,L58
ITM13024,Automotive,356,63,10,6,13.86,1.16,0.51,L8
ITM13025,Electronics,106,14,6,9,35.5,5.75,0.99,L59
ITM13026,Electronics,161,22,13,2,9.68,5.97,0.77,L17
ITM13027,Pharma,336,37,13,5,23.75,2.54,0.49,L66
ITM13028,Groceries,218,52,9,3,1.98,4.97,0.51,L54
ITM13029,Automotive,65,98,7,9,7.91,4.86,0.55,L59
ITM13030,Apparel,307,56,12,5,34.26,6.42,0.69,L73
ITM13031,Pharma,34,80,6,9,37.63,2.97,0.52,L8
ITM13032,Apparel,63,47,7,6,6.65,6.03,0.72,L72
ITM13033,Pharma,420,76,7,4,12.16,2.79,0.4,L60
ITM13034,Groceries,188,71,13,5,5.85,4.74,0.47,L87
ITM13035,Groceries,329,48,11,6,22.24,1.67,0.88,L40
ITM13036,Groceries,63,46,14,6,7.18,0.85,0.4,L93
ITM13037,Groceries,117,95,11,6,22.43,3.55,0.97,L3
ITM13038,Electronics,280,17,8,4,36.87,3.11,0.26,L51
ITM13039,Electronics,128,90,6,4,34.49,4.37,0.32,L33
ITM13040,Automotive,302,61,4,8,14.74,9.64,0.52,L1
ITM13041,Apparel,391,42,5,4,34.01,5.46,0.82,L96
ITM13042,Pharma,362,90,4,3,46.46,5.76,0.76,L28
ITM13043,Pharma,123,51,7,4,18.03,9.45,0.26,L75
ITM13044,Electronics,275,85,8,4,17.13,9.25,0.31,L10
ITM13045,Pharma,398,36,13,4,29.0,8.9,0.62,L6
ITM13046,Electronics,225,17,7,9,13.03,1.43,0.37,L55
ITM13047,Automotive,354,32,4,5,32.93,6.53,0.48,L45
ITM13048,Apparel,62,73,14,4,41.78,8.18,0.54,L90
ITM13049,Automotive,372,29,7,3,23.51,8.44,0.63,L9
ITM13050,Groceries,264,25,11,9,34.3,5.99,0.33,L70
ITM13051,Groceries,306,26,6,6,32.94,0.67,0.25,L8
ITM13052,Groceries,374,89,14,5,2.89,9.75,0.46,L9
ITM13053,Automotive,292,28,12,2,9.99,4.99,0.17,L61
ITM13054,Pharma,495,17,4,9,44.78,4.24,0.57,L5
ITM13055,Apparel,102,47,5,4,47.01,4.25,0.86,L37
ITM13056,Groceries,129,47,5,9,39.24,4.53,0.21,L53
ITM13057,Groceries,457,62,11,8,46.14,2.8,0.2,L24
ITM13058,Groceries,209,99,6,8,16.0,3.61,0.17,L99
ITM13059,Apparel,490,40,3,9,13.14,9.86,0.86,L18
ITM13060,Groceries,307,53,3,6,19.83,4.0,0.17,L99
ITM13061,Apparel,443,69,9,6,3.71,5.5,0.99,L83
ITM13062,Groceries,416,85,9,5,40.68,8.56,0.42,L94
ITM13063,Automotive,270,26,4,8,49.22,5.51,0.4,L83
ITM13064,Automotive,231,88,11,2,41.38,3.58,0.18,L54
ITM13065,Apparel,310,82,11,7,28.19,5.48,0.63,L48
ITM13066,Automotive,152,48,7,8,15.47,1.58,0.63,L49
ITM13067,Apparel,220,51,5,9,10.69,1.74,0.54,L58
ITM13068,Automotive,304,57,5,8,18.84,7.09,0.38,L49
ITM13069,Automotive,345,21,14,3,33.68,9.22,0.43,L49
ITM13070,Apparel,428,98,5,7,22.91,7.39,0.39,L11
ITM13071,Pharma,114,27,8,6,46.77,1.21,0.48,L88
ITM13072,Automotive,297,88,6,7,42.86,4.33,0.41,L85
ITM13073,Groceries,469,15,10,8,6.02,0.52,0.71,L70
ITM13074,Pharma,448,52,13,6,7.44,5.36,0.37,L18
ITM13075,Apparel,344,44,13,7,34.14,2.34,0.42,L84
ITM13076,Pharma,238,63,13,6,12.31,8.75,0.49,L45
ITM13077,Electronics,108,71,7,6,39.76,1.49,0.1,L16
ITM13078,Electronics,91,78,3,5,29.98,0.51,0.54,L23
ITM13079,Automotive,266,91,11,2,12.26,4.79,0.33,L69
ITM13080,Automotive,148,25,3,6,24.46,1.98,0.15,L51
ITM13081,Groceries,231,17,8,3,20.9,7.51,0.92,L68
ITM13082,Pharma,447,98,3,8,43.78,9.24,0.39,L17
ITM13083,Electronics,362,99,5,8,2.58,0.9,0.48,L94
ITM13084,Automotive,115,95,12,3,44.9,4.26,0.84,L29
ITM13085,Pharma,94,40,7,4,32.95,9.97,0.25,L1
ITM13086,Automotive,442,19,12,6,37.14,7.46,0.87,L97
ITM13087,Automotive,73,65,9,9,1.13,9.56,0.32,L3
ITM13088,Electronics,363,85,12,6,31.78,2.06,0.63,L39
ITM13089,Electronics,478,79,10,6,29.84,2.6,0.72,L60
ITM13090,Automotive,432,29,14,9,27.32,1.97,0.91,L87
ITM13091,Apparel,73,14,11,7,39.51,3.37,0.65,L93
ITM13092,Automotive,237,32,8,6,28.24,7.38,0.51,L70
ITM13093,Automotive,35,18,13,6,43.0,2.07,0.62,L55
ITM13094,Groceries,118,67,11,3,12.4,5.48,0.28,L69
ITM13095,Groceries,39,68,10,2,40.49,3.06,0.72,L49
ITM13096,Groceries,65,89,11,2,9.79,8.38,0.27,L30
ITM13097,Apparel,470,63,12,4,40.84,0.56,0.6,L32
ITM13098,Apparel,212,55,6,3,47.08,2.62,0.68,L59
ITM13099,Automotive,402,31,11,6,17.45,6.25,0.91,L45
ITM13100,Groceries,77,73,9,2,26.96,1.42,0.51,L20
ITM13101,Apparel,456,17,7,5,33.26,4.93,0.8,L36
ITM13102,Electronics,130,29,7,5,4.89,4.64,0.25,L25
ITM13103,Automotive,148,60,3,5,25.21,8.6,0.24,L93
ITM13104,Pharma,356,87,4,6,18.67,6.44,0.57,L98
ITM13105,Automotive,213,48,12,6,43.75,6.58,0.64,L15
ITM13106,Pharma,432,46,5,9,43.96,9.54,0.67,L5
ITM13107,Groceries,359,59,10,4,35.34,9.83,0.77,L85
ITM13108,Pharma,345,43,8,8,33.13,6.71,0.37,L54
ITM13109,Groceries,27,84,14,4,36.95,5.46,0.66,L79
ITM13110,Electronics,48,42,12,4,18.93,6.28,0.27,L99
ITM13111,Pharma,131,40,13,7,20.82,4.13,0.3,L3
ITM13112,Automotive,454,63,7,5,28.13,9.88,0.16,L31
ITM13113,Groceries,180,53,3,6,46.96,7.2,0.77,L27
ITM13114,Automotive,150,43,14,5,36.48,3.26,0.56,L9
ITM13115,Apparel,207,80,13,4,28.0,1.05,0.31,L13
ITM13116,Groceries,182,71,14,6,38.75,0.92,0.6,L77
ITM13117,Pharma,216,32,11,3,19.17,2.45,0.42,L5
ITM13118,Groceries,494,55,5,9,36.79,2.71,0.85,L58
ITM13119,Automotive,383,65,5,2,21.12,4.44,0.58,L77
ITM13120,Electronics,223,16,4,2,14.7,2.54,0.13,L87
ITM13121,Groceries,231,98,6,4,30.88,6.49,0.99,L91
ITM13122,Pharma,128,70,14,8,34.66,2.51,0.17,L7
ITM13123,Apparel,295,12,4,5,23.51,2.28,0.73,L32
ITM13124,Electronics,92,47,11,3,28.71,4.98,0.49,L95
ITM13125,Apparel,186,93,14,6,35.01,8.94,0.32,L6
ITM13126,Groceries,279,43,12,8,38.62,4.95,0.71,L52
ITM13127,Automotive,262,53,9,5,44.88,4.43,0.21,L57
ITM13128,Automotive,294,39,10,4,18.37,5.99,0.87,L30
ITM13129,Pharma,121,26,5,5,47.62,2.94,0.33,L70
ITM13130,Automotive,494,68,8,4,32.23,3.86,0.43,L28
ITM13131,Electronics,192,19,12,7,39.6,2.53,0.67,L97
ITM13132,Automotive,190,93,8,2,35.29,5.93,0.1,L100
ITM13133,Pharma,160,27,3,8,11.07,7.13,0.53,L8
ITM13134,Groceries,416,54,8,2,4.5,6.9,0.9,L18
ITM13135,Groceries,207,68,5,5,36.59,2.92,0.71,L65
ITM13136,Automotive,460,71,13,3,26.04,7.91,0.45,L38
ITM13137,Apparel,105,68,5,6,35.41,2.93,0.69,L30
ITM13138,Groceries,495,58,5,4,24.37,1.93,0.94,L94
ITM13139,Automotive,71,72,12,6,16.3,3.82,0.27,L74
ITM13140,Pharma,130,96,13,2,14.97,6.18,0.58,L41
ITM13141,Automotive,456,41,13,9,36.8,1.85,0.31,L74
ITM13142,Groceries,384,19,12,3,14.56,6.66,0.87,L77
ITM13143,Pharma,361,20,13,3,36.02,8.7,0.75,L99
ITM13144,Automotive,62,79,10,6,19.81,3.28,0.82,L87
ITM13145,Electronics,230,71,7,2,38.77,4.78,0.95,L42
ITM13146,Pharma,475,56,6,9,8.0,2.67,0.31,L31
ITM13147,Electronics,219,43,11,6,11.04,3.93,0.14,L39
ITM13148,Apparel,317,26,11,5,34.61,0.71,0.36,L19
ITM13149,Pharma,365,63,3,3,28.45,9.56,0.46,L85
ITM13150,Electronics,259,85,4,3,10.99,4.45,0.66,L67
ITM13151,Groceries,134,94,10,5,45.24,7.99,0.82,L29
ITM13152,Groceries,45,49,7,2,14.52,1.86,0.41,L53
ITM13153,Apparel,426,28,9,3,21.63,8.22,0.53,L39
ITM13154,Pharma,318,76,3,8,10.91,8.67,0.81,L36
ITM13155,Pharma,96,91,14,9,20.01,7.3,0.3,L8
ITM13156,Pharma,431,62,12,7,25.09,9.08,0.3,L72
ITM13157,Apparel,156,73,14,7,15.47,2.09,0.63,L76
ITM13158,Pharma,39,92,7,7,38.69,5.03,0.49,L95
ITM13159,Groceries,459,56,13,4,20.3,6.39,0.95,L23
ITM13160,Electronics,230,15,14,8,36.75,6.16,0.42,L81
ITM13161,Groceries,259,25,5,4,11.15,8.68,0.78,L87
ITM13162,Groceries,58,81,12,2,19.47,2.55,0.62,L55
ITM13163,Electronics,454,27,14,5,1.39,2.17,0.15,L72
ITM13164,Groceries,287,61,14,6,38.17,2.91,0.18,L64
ITM13165,Apparel,226,57,4,8,31.67,8.97,0.28,L7
ITM13166,Electronics,498,52,4,9,41.07,9.44,0.23,L45
ITM13167,Groceries,458,48,11,2,23.32,5.91,0.4,L83
ITM13168,Automotive,481,58,6,6,40.19,5.26,0.62,L86
ITM13169,Groceries,286,21,6,2,32.73,6.25,0.64,L49
ITM13170,Apparel,173,19,9,4,1.18,6.35,0.63,L68
ITM13171,Pharma,61,80,12,7,13.43,2.12,0.21,L41
ITM13172,Groceries,430,64,12,5,25.2,7.02,0.64,L90
ITM13173,Pharma,30,10,4,4,31.32,4.8,0.47,L54
ITM13174,Automotive,313,58,5,5,4.21,5.42,0.91,L53
ITM13175,Groceries,117,45,5,8,35.55,0.79,0.92,L20
ITM13176,Electronics,446,30,8,6,27.63,7.76,0.79,L39
ITM13177,Pharma,294,46,5,2,26.76,8.44,0.73,L49
ITM13178,Automotive,467,33,13,3,15.31,6.38,0.2,L24
ITM13179,Electronics,409,64,7,3,30.15,7.61,0.18,L97
ITM13180,Electronics,449,34,6,5,2.35,5.47,0.86,L69
ITM13181,Electronics,391,16,5,7,4.17,6.37,0.48,L61
ITM13182,Electronics,249,90,10,7,36.96,4.25,0.51,L31
ITM13183,Groceries,388,80,12,5,16.77,8.02,0.86,L29
ITM13184,Groceries,445,80,5,4,18.0,4.95,0.66,L39
ITM13185,Groceries,239,33,8,3,11.21,6.96,0.26,L91
ITM13186,Automotive,84,20,9,4,22.84,6.4,0.29,L19
ITM13187,Automotive,374,82,9,6,3.55,7.17,0.11,L60
ITM13188,Automotive,251,21,4,3,15.72,7.96,0.74,L8
ITM13189,Apparel,347,44,5,6,26.83,5.37,0.54,L72
ITM13190,Automotive,462,72,14,2,23.82,8.22,0.95,L53
ITM13191,Groceries,71,77,12,4,49.98,5.22,0.74,L54
ITM13192,Groceries,393,66,12,5,20.05,9.59,0.19,L72
ITM13193,Apparel,450,22,6,3,19.96,7.65,0.25,L68
ITM13194,Apparel,395,32,9,4,25.68,2.13,0.55,L18
ITM13195,Automotive,282,92,4,5,10.32,8.38,0.93,L50
ITM13196,Pharma,286,48,5,2,43.94,5.74,0.32,L32
ITM13197,Apparel,378,97,9,3,29.04,9.85,0.84,L33
ITM13198,Electronics,336,89,9,6,10.41,7.33,0.38,L27
ITM13199,Groceries,343,21,12,2,39.88,1.3,0.34,L43
ITM13200,Electronics,428,43,5,7,2.68,4.25,0.91,L83
ITM13201,Groceries,415,80,14,5,49.15,5.41,0.14,L11
ITM13202,Groceries,173,84,3,9,43.39,8.47,0.69,L58
ITM13203,Apparel,377,40,14,3,29.4,7.43,0.14,L48
